Timestamp,Accelerometer [X],Accelerometer [Y],Accelerometer [Z],Linear Accel. [X],Linear Accel. [Y],Linear Accel. [Z],Gyroscope [X],Gyroscope [Y],Gyroscope [Z],Euler [X],Euler [Y],Euler [Z],Mag [X],Mag [Y],Mag [Z]
1740782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1741325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1741869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1742410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1742962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1743509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1744052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1744596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1745137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1745680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1746230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1746772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1747314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1747856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1749490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1750032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1750575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1751117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1751659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1752203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1752744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1753291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1753833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1754375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1754920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1757091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1757637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1758180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1758722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1759264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1759810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1761440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1761982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1762526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1763070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1763618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1764162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1764707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1765248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1765791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1766341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1766883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1767425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1767966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1768509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1772313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1772859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1773402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1773944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1774485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1775031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1775574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1776118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1776660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1778294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1778837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1779384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1779929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1780472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1783192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1783754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1784296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1784841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1785385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1785928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1786468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1787015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1787559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1788103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1788645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1789188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1789737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1790280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1790822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1791364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1791906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1792453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1793000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1793543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1794087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1794632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1795176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1795721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1796284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1796826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1797369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1797912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1798457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1799000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1799547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1801181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1801721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1802265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1802812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1803356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1803897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1804443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1804986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1805530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1806073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1806618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1807165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1807709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1808250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1808793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1809341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1809885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1810429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1810971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1811514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1812058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1812601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1814231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1814773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1815314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1815863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1816406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1816949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1817492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1818037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1818580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1820214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1820758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1821302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1821849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1822391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1822936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1823479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1824021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1824565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1825107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1825651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1826196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1826739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1827283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1827828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1828372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1828914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1829460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1830004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1830560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1831104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1831646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1832189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1832737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1833284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1833825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1834366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1834909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1835454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1835998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1836542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1837085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1837628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1838170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1838711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1839260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1839803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1840345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1840886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1841429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1841973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1842520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1843061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1843605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1844148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1844690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1845234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1845780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1846324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1846866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1847408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1847956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1848501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1849056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1849601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1850141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1850685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1851232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1851776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1852319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1852861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1853404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1853950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1854493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1855035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1855578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1857205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1857748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1858293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1858835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1859381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1859927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1860468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1861013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1861555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1862097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1862646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1863189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1863731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1864275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1864819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1865362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1865909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1866451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1866995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1867540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1868082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1868627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1869173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1869716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1870258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1870798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1871342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1871888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1872436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1872977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1873522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1874066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1874612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1875153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1875700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1876244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1876788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1877340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1877881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1878426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1878973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1879517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1880058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1880603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1881147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1881691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1882237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1882779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1883325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1883870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1884411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1884953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1885501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1886046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1886594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1887135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1887677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1888220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1888766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1889308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1889853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1890394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1890937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1891482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1892024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1892572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1893114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1893656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1894198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1894740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1895284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1895831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1896373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1896918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1897461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1898002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1898547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1899094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1899638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1900183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1900724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1901302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1901848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1902400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1902942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1903488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1904029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1904575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1905117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1905665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1907298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1907842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1908385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1908931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1909473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1910016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1910561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1911104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1911647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1912193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1912737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1913281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1913829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1914371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1914912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1915459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1916002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1916544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1917631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1918175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1918722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1919265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1919812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1920357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1920901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1921445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1921989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1922532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1923079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1923620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1924162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1924705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1925249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1925798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1926340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1926885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1927430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1927974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1928515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1929065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1929608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1931234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1931781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1932326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1932868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1933410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1933953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1934496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1935044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1935589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1936133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1936677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1937222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1937767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1938309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1938855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1939398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1939940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1941027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1941571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1942116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1942657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1943199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1943743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1944288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1944829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1945374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1945917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1946460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1947003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1947546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1948090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1948635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1949177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1949719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1951351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1951898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1953022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1953566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1954111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1954656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1955210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1955751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1957386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1957931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1958475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
