Timestamp,Accelerometer [X],Accelerometer [Y],Accelerometer [Z],Linear Accel. [X],Linear Accel. [Y],Linear Accel. [Z],Gyroscope [X],Gyroscope [Y],Gyroscope [Z],Euler [X],Euler [Y],Euler [Z],Mag [X],Mag [Y],Mag [Z]
389443,9.59,0.89,1.29,-0.08,-0.08,0.09,0.02,0.01,0,96.37,80.87,-38.94,-20.37,10.75,-25.5
389989,9.63,1.11,1.2,-0.04,0.13,-0.05,-0.03,-0.02,0,96.56,80.62,-37.94,-20.75,9.19,-26.19
390531,9.59,0.81,1.56,-0.08,-0.13,0.29,0.01,0.01,0,96.31,80.69,-36.88,-19.5,10.69,-25.75
391069,9.61,0.92,1.09,-0.06,-0.03,-0.14,-0.02,-0.01,0.01,96.81,80.75,-38.06,-18.37,9.88,-25.37
391608,9.61,0.99,1.58,-0.06,0.05,0.29,-0.01,0.01,-0.01,96.37,80.62,-36,-18.69,11,-25.37
392148,9.6,0.84,1.11,-0.07,-0.11,-0.15,-0.02,-0.03,0.01,96.81,80.62,-36.88,-19.87,10.25,-25.69
392690,9.61,1.11,1.47,-0.06,0.15,0.2,0,0.01,-0.01,96.81,80.62,-37.13,-20.87,9.88,-26.06
393233,9.62,0.72,1.12,-0.05,-0.22,-0.15,-0.03,-0.02,0.01,96.94,80.69,-36.69,-20.87,8.5,-24.69
393774,9.6,1.05,1.54,-0.06,0.02,0.22,0.01,0,0,97.12,80.5,-37.25,-18.37,10.25,-26.06
394314,9.57,0.79,1.2,-0.1,-0.17,-0.07,-0.01,-0.01,0,97.19,80.56,-37.13,-19.87,9.88,-26.06
394857,9.62,1.09,1.57,-0.04,0.11,0.27,0,0,0,97.19,80.44,-36.88,-19.75,9.75,-26
395397,9.61,0.88,1.28,-0.05,-0.08,0.01,-0.01,-0.01,-0.01,97.44,80.56,-37,-19.75,9.75,-26.75
395943,9.59,0.87,1.53,-0.07,-0.09,0.22,0,0,0,97.31,80.44,-36.31,-19.69,9.75,-25
396486,9.61,0.97,1.26,-0.05,0.01,-0.02,0,-0.01,0.01,97.5,80.5,-36.63,-18.87,10.19,-25.69
397027,9.61,0.87,1.39,-0.06,-0.03,0.06,-0.01,-0.01,-0.01,97.37,80.5,-34.56,-19.25,9.75,-26.37
397569,9.59,0.89,1.47,-0.08,-0.04,0.15,-0.02,-0.01,0.01,97.69,80.5,-35.5,-18.19,9.75,-26.37
398108,9.59,0.92,1.37,-0.08,0,0.07,0,0,-0.01,97.75,80.56,-35.69,-19.69,9.75,-26.75
398655,9.61,0.83,1.3,-0.06,-0.1,0,-0.02,-0.02,0.01,97.87,80.44,-35.69,-20,8.38,-25.37
399197,9.62,1,1.54,-0.05,0.05,0.24,0,0,-0.01,97.94,80.56,-35.81,-18.87,9.75,-26.06
399735,9.6,0.77,1.21,-0.07,-0.16,-0.05,-0.03,-0.01,0,98.25,80.69,-36.56,-18.19,10,-25.25
400278,9.59,0.86,1.46,-0.08,-0.08,0.17,-0.02,-0.01,0.01,98.31,80.56,-36.38,-18.75,9.88,-25.75
400818,9.64,0.95,1.3,-0.03,0.01,0.04,0,-0.01,0,98.44,80.75,-36.69,-19.37,10.19,-24.56
401359,9.6,0.91,1.42,-0.07,-0.02,0.16,0,-0.01,0,98.44,80.75,-36.75,-18.25,9.75,-25
401905,9.58,0.96,1.39,-0.09,0.02,0.14,0,-0.01,0.01,98.5,80.75,-36.88,-19.75,8,-24.56
402451,9.58,1,1.3,-0.09,0.07,0.03,0,-0.01,-0.01,98.5,80.75,-36.06,-19.37,10.19,-26
402992,9.61,0.82,1.45,-0.06,-0.1,0.15,-0.01,-0.01,0,98.56,80.62,-35.5,-19.75,9.38,-25.25
403533,9.6,0.95,1.26,-0.07,0.02,-0.01,0,-0.01,0,98.75,80.69,-35.94,-18,9.69,-25.25
404074,9.6,0.99,1.58,-0.07,0.05,0.26,-0.01,-0.01,0,98.75,80.5,-35.31,-18.75,9.25,-25.25
404621,9.61,0.92,1.16,-0.1,0.02,-0.15,-0.03,0,0,99.06,80.75,-36.31,-18.87,8.06,-22.56
405161,9.61,0.91,1.52,-0.06,-0.01,0.19,-0.01,-0.01,0,98.94,80.44,-35,-18.19,9.25,-23.19
405702,9.6,0.86,1.24,-0.08,-0.1,0.04,0,0,0.01,99.12,80.62,-35.94,-17.75,8.56,-23.5
406243,9.6,1.01,1.47,-0.06,0.06,0.14,-0.01,-0.01,0,99.12,80.37,-35.25,-18.5,9.25,-24.19
406785,9.57,0.86,1.47,-0.07,-0.02,0.1,0,0,-0.01,99.12,80.5,-34.63,-18.5,9.69,-23.87
407330,9.62,0.87,1.38,-0.07,-0.08,0.09,0,0,0.01,99.19,80.5,-34.69,-18.19,7.88,-23.5
407870,9.6,1,1.38,-0.07,0.08,0.06,0.01,-0.01,0,99.25,80.5,-34.81,-17.75,9.69,-23.5
408412,9.57,0.84,1.48,-0.06,-0.04,0.16,0,0,-0.01,99.25,80.56,-34.69,-17.37,9.25,-23.75
408953,9.6,0.83,1.44,-0.07,-0.06,0.13,0,0,0.01,99.19,80.62,-34.25,-16.69,9.25,-24.19
409492,9.57,1.02,1.5,-0.09,0.13,0.19,-0.01,0.01,0,99.12,80.62,-33.94,-17,9.25,-23.5
410035,9.57,0.87,1.41,-0.09,0,0.05,0,-0.01,0.01,99.06,80.44,-33.06,-17.75,9.69,-23.5
410584,9.6,1,1.52,-0.06,0.11,0.15,0,0,0,99.12,80.37,-32.88,-18.5,8.19,-23.5
411124,9.59,0.89,1.32,-0.07,0,-0.04,-0.01,0,0,99.12,80.37,-33,-17.37,9.25,-23.06
411664,9.58,0.91,1.5,-0.08,0.01,0.12,0,0,0.01,99.12,80.31,-32.88,-17.75,8.88,-23.87
412205,9.61,0.86,1.36,-0.05,-0.02,-0.03,0,0.01,-0.02,99.19,80.25,-32.69,-18.19,9.69,-23.5
412745,9.57,0.91,1.44,-0.08,0,0.04,0,0,0.01,99.37,80.12,-33.38,-17,9.25,-24.56
413291,9.58,0.86,1.37,-0.07,-0.04,-0.02,0,0.01,-0.01,99.25,80.12,-32.75,-17.75,8.19,-23.19
413832,9.56,0.82,1.51,-0.07,-0.07,0.08,0.01,0,0,99.25,80,-32.56,-16.69,9.69,-23.5
414373,9.6,0.8,1.49,-0.05,-0.11,0.06,0,0.01,-0.01,99.31,80,-32.94,-17.75,9.69,-23.5
414914,9.58,0.93,1.35,-0.06,-0.02,-0.04,0.01,-0.02,-0.02,99.56,79.94,-33.56,-17,8.88,-23.5
415452,9.6,0.75,1.49,-0.05,-0.2,0.06,0,-0.01,-0.01,99.69,79.87,-33.81,-17.5,9.88,-23.25
415993,9.61,1.16,1.33,-0.08,-0.03,-0.14,-0.03,0,-0.01,100.25,79.81,-35.31,-17.19,8.5,-23.5
416541,9.61,0.91,1.48,-0.07,-0.12,0.06,0.01,0,0,100.25,79.81,-35.31,-17.75,7.38,-22.75
417083,9.63,0.95,1.15,-0.01,-0.06,-0.23,-0.01,0,0,100.69,79.87,-36.44,-16.19,8.69,-22.69
417623,9.62,0.88,1.5,-0.03,-0.07,0.1,-0.01,0.01,-0.01,100.19,79.94,-35,-16.19,8.56,-23
418164,9.62,0.96,1.02,-0.03,-0.06,-0.32,0.02,0,0.01,100.81,80.06,-37.5,-17.69,9,-22.25
418705,9.58,1.02,1.61,-0.04,0.02,0.19,0.01,0.01,-0.03,100.31,79.87,-35.06,-16.19,9.06,-21.56
419249,9.6,0.76,1,-0.05,-0.26,-0.27,-0.02,-0.01,0,100.69,80.31,-36.63,-17.5,6.88,-22
419789,9.59,1.18,1.62,-0.06,0.19,0.26,-0.01,0.01,-0.01,100.5,80.06,-35.88,-17.06,9.06,-23.37
420331,9.61,0.66,1.09,-0.08,-0.25,-0.22,-0.01,0,0,100.5,80.56,-35.56,-17.75,8.69,-22.69
420872,9.59,0.98,1.53,-0.06,-0.03,0.15,0.01,0,0.01,100.75,79.87,-36.25,-15.75,9,-22.69
421413,9.58,1.06,1.07,-0.05,0.13,-0.23,0.02,-0.01,-0.02,101.12,80.31,-36.75,-18,9.25,-22.37
421960,9.6,0.57,1.63,-0.05,-0.39,0.24,0,0,0,100.69,80.06,-34.75,-18.19,7.88,-22.37
422500,9.64,1.12,1.13,-0.02,0.1,-0.17,0.04,0.01,0,101.5,80.25,-38,-16.19,9,-23
423040,9.61,0.75,1.35,-0.05,-0.14,0.05,-0.01,0,-0.02,101,80.31,-35.44,-16.56,8.88,-23.06
423579,9.63,0.9,1.35,-0.02,-0.08,0.01,-0.01,0,0,101.31,80.19,-36.5,-16.56,8.56,-22.69
424120,9.56,0.99,1.23,-0.09,0,-0.1,-0.01,0.01,-0.01,101.5,80.19,-36.81,-16.56,8.19,-23.37
424659,9.6,0.78,1.39,-0.06,-0.2,0.05,0,0,0,101.37,80.12,-36.38,-16.56,8.56,-22.69
425206,9.62,1.15,1.37,-0.04,0.13,0.03,0,0.01,-0.01,101.69,80.06,-37.38,-16,7.5,-21.87
425748,9.59,0.72,1.39,-0.06,-0.28,0.04,0,-0.01,-0.01,101.56,80.06,-36.56,-16.69,9,-22.87
426288,9.62,1.02,1.41,-0.02,0,0.07,0.02,0.01,0,101.75,80,-37.31,-16.19,8.5,-22
426825,9.62,1.01,1.16,-0.03,0.02,-0.17,-0.02,0,-0.03,101.75,80.19,-36.38,-16.87,8,-21.37
427368,9.54,0.98,1.55,-0.09,-0.03,0.21,0.02,0,0,101.75,80,-36.75,-16.5,9.06,-23
427915,9.65,1.02,1.17,0,0,-0.12,0.01,0.01,-0.01,102.19,80.25,-38.06,-35.25,17.25,-46.06
428453,9.6,0.94,1.47,-0.05,-0.04,0.1,0,-0.01,-0.01,101.75,80.06,-36.13,-20.5,11.38,-28.5
428996,9.62,0.89,1.38,-0.03,-0.1,0.02,0,0,0,101.87,80.06,-36.44,-22,12.06,-29.5
429536,9.61,0.88,1.39,-0.04,-0.1,0.03,-0.02,-0.01,-0.01,101.94,80.06,-36.06,-20.5,12.06,-28.5
430077,9.61,0.92,1.33,-0.06,-0.07,-0.04,0.01,0.01,0,102.06,80.12,-36.19,-20.87,11.38,-29.5
430628,9.59,0.96,1.26,-0.06,-0.05,-0.08,-0.04,-0.01,0,102.37,80,-36.75,-19.69,10.75,-27.75
431181,9.58,0.96,1.42,-0.07,-0.03,0.07,0.03,0.01,0,102.19,80.12,-36.5,-21.69,10.19,-27.06
431725,9.62,0.86,1.18,-0.03,0.01,-0.16,-0.01,-0.01,-0.01,102.19,80.06,-36.25,-19.5,11.69,-26.75
432265,9.59,0.95,1.38,-0.06,-0.04,0.02,0,0.01,-0.01,102.19,80.06,-36.19,-19.75,11.25,-28.19
432807,9.63,0.88,1.32,-0.02,-0.1,-0.03,0.01,0,0,102.25,80.06,-36,-20.19,11.69,-27.37
433346,9.6,0.96,1.37,-0.05,-0.02,0.01,0.01,0,-0.01,102.19,80.06,-35.94,-19.75,12,-28.5
433894,9.6,0.77,1.33,-0.05,-0.21,-0.03,0,0,0,102.25,80.06,-35.94,-19.5,9.88,-27.75
434437,9.64,0.93,1.35,-0.01,-0.07,0,0,0.01,-0.01,102.44,80,-36.69,-19.75,11.25,-27.75
434977,9.62,0.83,1.43,-0.03,-0.16,0.06,0,-0.01,-0.01,102.31,80,-35.75,-19.19,11.69,-27.37
435519,9.59,1.02,1.4,-0.06,0,0.04,0.01,0.01,0,102.69,79.94,-36.94,-20.56,10.88,-27.75
436062,9.57,0.87,1.26,-0.05,-0.1,-0.08,-0.01,0,-0.02,102.44,80.06,-35.5,-19.75,11.69,-28.19
436606,9.61,1.02,1.49,-0.04,-0.02,0.09,0,-0.01,0.01,102.69,79.81,-36.19,-21.25,10.19,-27.5
437146,9.6,0.99,1.25,-0.05,0,-0.12,-0.02,0,-0.03,102.75,80,-35.56,-19.69,10.69,-27.19
437690,9.59,0.87,1.24,-0.06,-0.15,-0.12,0.02,0,0.01,103.06,79.94,-36.94,-19.19,10.5,-28.37
438230,9.62,1.09,1.35,-0.03,0.06,-0.01,0.01,0,-0.01,103.12,79.94,-36.81,-20.37,10,-28
438772,9.57,0.8,1.33,-0.08,-0.17,-0.04,0,-0.01,-0.01,102.81,80,-35.56,-19.19,10.25,-28.69
439313,9.6,1.02,1.36,-0.05,0,-0.01,0,0.01,-0.01,103,79.94,-36.38,-20,11.06,-28.37
439859,9.59,0.82,1.34,-0.06,-0.16,-0.04,0,0,-0.02,102.94,80,-35.69,-20,9.25,-27.69
440401,9.6,0.82,1.33,-0.04,-0.18,-0.04,0,0,0,103.06,79.94,-36.19,-20,10.69,-27.69
440943,9.6,0.92,1.46,-0.04,-0.06,0.07,0,0,-0.01,103,79.94,-35.63,-21.06,10.25,-28.37
441484,9.61,0.95,1.42,-0.04,-0.03,0.03,0.01,0,-0.01,103,79.94,-35.56,-19.56,10.69,-29
442028,9.58,0.91,1.38,-0.06,-0.07,0,0,0.01,-0.01,103.06,79.94,-35.44,-19.56,9.56,-27.25
442576,9.6,0.94,1.45,-0.05,-0.05,0.05,0,-0.01,-0.01,103.06,79.81,-35.56,-20.37,9.56,-28
443120,9.58,0.91,1.3,-0.07,-0.08,-0.06,0.02,0.02,0,103.19,80,-36.13,-21.06,10.69,-27.25
443659,9.59,0.98,1.38,-0.06,0.01,-0.02,-0.01,-0.01,-0.01,103.12,79.87,-34.69,-20,10.69,-29.69
444201,9.6,0.84,1.57,-0.05,-0.12,0.17,0.01,0.02,-0.01,103,79.94,-34.63,-19,11.19,-26.56
444742,9.59,0.91,1.26,-0.05,-0.04,-0.15,-0.01,0,0,103,79.87,-33.94,-19,10.38,-28.37
445288,9.58,0.95,1.51,-0.07,0,0.07,0.01,0,-0.01,103,79.81,-33.81,-19.75,9,-27.69
445830,9.59,0.89,1.29,-0.06,-0.06,-0.13,0,0,-0.01,103.06,79.87,-33.94,-19.37,10.38,-28.37
446372,9.59,0.87,1.48,-0.04,-0.05,0.03,0,0,0,103.06,79.81,-34,-19,10.38,-28.37
446914,9.61,0.88,1.25,-0.04,-0.08,-0.17,-0.01,0,0,103.06,79.81,-34,-19.75,10.75,-28.37
447453,9.59,0.85,1.49,-0.05,-0.09,0.06,0,-0.01,0,103.06,79.81,-33.94,-18.37,11.19,-28.69
447996,9.59,0.92,1.4,-0.05,-0.03,-0.02,0.01,0.01,0,103.12,79.87,-34.06,-19.37,10.38,-28
448542,9.61,0.88,1.4,-0.04,-0.07,0,-0.02,-0.02,0,103.12,79.94,-34.19,-20.5,9.69,-28
449084,9.57,0.87,1.37,-0.07,-0.08,-0.02,0,0.01,0,103.19,79.94,-34.25,-19.75,10.75,-28
449624,9.56,0.97,1.49,-0.08,0.01,0.08,-0.01,-0.01,0,103.19,79.94,-34.31,-19.37,11.19,-28.37
450166,9.6,0.96,1.26,-0.06,0.01,-0.05,0,-0.01,-0.01,103.62,80.37,-35.75,-19.37,10.88,-28.19
450713,9.62,0.82,1.37,-0.04,-0.12,0.04,0.03,-0.01,0.01,103.56,80.44,-35.5,-19.37,9.69,-28.25
451255,9.61,0.99,1.33,-0.03,0.01,0.01,0.02,0,0.01,103.5,80.44,-35.25,-19.37,8,-28.25
451795,9.6,1.06,1.09,-0.07,0.15,-0.2,0,-0.01,0,103.56,80.62,-35.06,-19.37,9.69,-28.25
452337,9.59,0.8,1.58,-0.07,-0.11,0.23,0.01,0.01,0,103.19,80.37,-33.94,-18.56,9.69,-27.87
452878,9.61,0.96,1.28,-0.05,0.04,-0.04,-0.02,0,0.01,103.44,80.5,-34.44,-19,10.06,-29.19
453417,9.59,0.86,1.44,-0.06,0.04,0.12,-0.02,-0.01,-0.02,103.19,80.44,-32.56,-20.06,10.06,-28.87
453964,9.63,0.77,1.3,-0.04,-0.09,0.02,0,0.01,0.02,103.44,80.44,-34.19,-19.75,8.69,-28.19
454505,9.56,1.16,1.47,-0.1,0.25,0.08,-0.01,-0.01,0,103.37,80.25,-33.25,-20.06,9.69,-28.87
455046,9.61,0.83,1.37,-0.07,-0.06,-0.04,-0.02,0,0,103.31,80.37,-32.75,-20.5,9.69,-28.87
455587,9.58,1.05,1.51,-0.08,0.14,0.1,0,-0.01,0.01,103.37,80.12,-32.94,-20.5,10.5,-29.19
456127,9.6,0.99,1.19,-0.06,0.11,-0.08,0,0,-0.01,103.37,80.5,-32.94,-20.06,9.69,-27.87
456671,9.6,0.8,1.61,-0.06,-0.08,0.2,0,-0.02,0.01,103.37,80.19,-32.44,-18.56,10.5,-28.87
457212,9.58,0.81,1.22,-0.08,-0.08,-0.09,-0.02,0.02,0.01,103.69,80.62,-34.44,-19.69,9.38,-27.06
457754,9.6,1.01,1.4,-0.06,0.09,-0.05,-0.03,-0.03,0,103.5,80.12,-32.44,-20.06,10.19,-28.75
458294,9.59,0.68,1.39,-0.08,-0.2,0.04,0.01,0.01,0,103.5,80.5,-33.38,-20.75,9.75,-29.06
458834,9.61,1.02,1.34,-0.05,0.04,0,0,-0.01,0.01,103.62,80.25,-33,-20.06,10.56,-27.75
459375,9.61,0.85,1.45,-0.05,-0.03,0.07,0,0.01,-0.01,103.56,80.31,-32.81,-19.37,9.75,-28.06
459922,9.6,0.92,1.33,-0.06,0,-0.03,-0.01,-0.01,0.02,103.87,80.31,-33.75,-20.5,9.5,-28.75
460464,9.61,1.04,1.51,-0.07,0.13,0.12,-0.01,0.02,0,103.69,80.37,-33.13,-19.37,10.06,-27.5
461002,9.62,0.9,1.16,-0.04,0,-0.22,-0.01,-0.01,0.01,103.81,80.19,-33.06,-19.37,9.75,-27.75
461544,9.57,1.06,1.65,-0.08,0.14,0.21,0.01,0,0.01,103.62,80,-32.38,-19.37,9.75,-28.75
462084,9.61,0.69,1.02,-0.05,-0.2,-0.3,-0.02,-0.01,-0.01,104.12,80.56,-34,-18.25,10.19,-27.5
462625,9.58,0.99,1.69,-0.08,0.07,0.32,0.02,0.01,0.01,103.87,80.25,-33.81,-18.56,10.19,-26.87
463169,9.62,1.13,1.06,-0.05,0.19,-0.21,0,0.02,0.02,104.31,80.62,-36,-18.5,8.75,-28.56
463710,9.59,0.82,1.7,-0.06,-0.05,0.26,-0.04,-0.02,-0.01,103.62,80.06,-31.56,-19.37,9.75,-28.25
464248,9.62,0.76,1.31,-0.05,-0.17,0.05,0.01,0.01,0.02,104.5,80.75,-36.63,-19.37,10.56,-26.75
464789,9.58,1.05,1.01,-0.03,0.06,-0.32,0.03,-0.02,-0.02,104.87,80.62,-36,-18.87,10.19,-27.37
465333,9.61,0.95,1.57,-0.05,0.02,0.25,0,0,0,104.37,80.44,-35.31,-19.25,9.69,-28.56
465876,9.62,0.99,1.26,-0.05,0.07,-0.01,0.02,-0.01,-0.01,104.62,80.69,-35.63,-20,8.56,-27.25
466417,9.69,1.25,1.15,-0.04,0.15,-0.15,-0.09,-0.03,0,105.75,80.75,-38.31,-17.75,9.25,-26.19
466957,9.61,0.65,1.39,-0.07,-0.29,0.19,0.13,0.01,0,105.12,81,-38.44,-18.19,9.19,-26.19
467499,9.62,1.09,1.04,-0.05,0.05,-0.2,-0.05,-0.02,0.02,105.81,80.69,-38.44,-20.37,9.19,-26.5
468039,9.59,0.91,1.35,-0.09,0,0.1,0.02,0.03,0,104.62,80.94,-36.25,-18.87,9.56,-26.69
468585,9.61,0.9,1.2,-0.05,-0.03,-0.13,-0.02,-0.03,0,104.75,80.37,-34.88,-19.25,8.88,-25.87
469128,9.58,1.11,1.38,-0.08,0.15,0.11,-0.03,0.01,-0.01,105.31,80.62,-36.88,-18.19,9.56,-27.25
469668,9.63,0.82,1.08,-0.04,-0.14,-0.13,-0.06,-0.03,0,106.31,80.81,-38.5,-19.87,9.19,-26.19
470206,9.63,1.13,0.91,-0.06,0.12,-0.23,0.02,0.04,0.01,106.56,81,-42.38,-18.06,8.69,-26.06
470747,9.7,1.21,1.07,0.02,0.18,-0.16,-0.03,-0.03,0.01,106.06,80.5,-39.44,-18.69,9.38,-25.69
471292,9.59,0.41,1.2,-0.1,-0.55,0.09,0.06,0.01,0,105.75,81.31,-40.81,-19.06,9.75,-25
471836,9.68,1.76,1.14,0.01,0.65,-0.02,0,0,0,107.25,80.5,-43.5,-19.75,7.56,-25.87
472376,9.54,0,1.33,-0.14,-0.9,0.14,0.07,0.03,0,104.69,81.19,-37.06,-19.06,9.75,-26.5
472920,9.66,1.63,0.83,0,0.47,-0.33,0.02,-0.07,0.01,108.19,80.31,-44.56,-18.69,8.5,-24.69
473460,9.62,0.58,1.26,-0.06,-0.48,0.24,-0.03,-0.01,-0.03,107.5,81.25,-46,-20,9,-24.25
474001,9.65,1.01,0.88,-0.02,-0.22,-0.09,0.09,0.01,0.05,109.12,80.69,-51.5,-19,8.88,-24.75
474543,9.63,1.07,0.98,-0.03,0.17,-0.07,-0.02,0,-0.03,107.5,81.25,-43.44,-20,7.19,-24.56
475084,9.67,0.78,1.1,-0.01,-0.27,0.01,0.01,-0.01,0.03,107.87,81.06,-44.44,-19.5,8.19,-24.56
475626,9.62,1.26,1.19,-0.06,0.21,0.12,0.02,0.02,-0.01,107.87,81.19,-44.38,-19.19,8.56,-24.56
476166,9.7,0.92,1.12,0.01,-0.09,0.02,-0.03,0,0.02,107.19,81.19,-42.88,-19.56,8.88,-24.56
476708,9.66,1.2,1.36,-0.02,0.15,0.24,0.05,0,0.01,107.25,81,-43,-19.25,8.19,-25.56
477271,9.64,0.9,0.79,-0.05,-0.07,-0.26,-0.01,-0.01,0,107.37,81.56,-42.75,-20.25,7.5,-23.56
477813,9.64,1.12,1.6,-0.03,0.09,0.43,0.07,0.01,0.02,106.75,80.81,-41.5,-19.5,8.88,-24.87
478353,9.66,1.02,0.89,-0.07,-0.12,-0.26,0.01,-0.01,0,106.94,81.5,-40.81,-18.75,8.19,-24.75
478895,9.61,1.08,1.59,-0.06,0.09,0.36,0,0.01,0.01,106,80.75,-38.88,-19.19,9.25,-24.06
479437,9.64,0.99,0.75,-0.04,0.03,-0.39,0.04,-0.01,0.01,106.69,81.19,-39.75,-20,8.56,-25.06
479978,9.57,1.08,1.42,-0.1,0.1,0.19,-0.01,-0.01,0,105.94,80.75,-38.5,-18.75,8.75,-24.37
480521,9.59,1.05,1.06,-0.09,0.08,-0.12,-0.01,-0.01,0.01,106.44,80.94,-39.13,-19.19,7.38,-24.37
481060,9.68,0.96,1.33,0,-0.01,0.13,0,0.01,0,106.25,80.87,-39.13,-19.87,8.75,-25.19
481602,9.65,0.89,1.1,-0.03,-0.08,-0.09,0.02,-0.01,0,106.25,80.94,-39.25,-21,9.19,-25.5
482143,9.64,0.99,1.38,-0.03,0.04,0.17,-0.01,0.01,0.02,105.87,80.94,-38,-20.56,8.38,-24
482681,9.66,1.14,1.06,-0.02,0.21,-0.12,0.02,0.01,0,106.06,81.12,-37.75,-19.87,8.69,-24.69
483229,9.59,0.9,1.4,-0.08,-0.03,0.14,0,-0.01,0.01,105.87,80.69,-36.69,-21,7.25,-24.69
483770,9.64,1.02,1.19,-0.04,0.06,-0.01,0.03,0.01,0,106.12,80.94,-38,-19.5,8,-24.69
484308,9.61,0.96,1.38,-0.03,0.02,0.05,-0.01,-0.02,-0.01,106.06,80.69,-36.75,-18.75,9.06,-25.37
484849,9.61,0.93,1.17,-0.06,-0.01,-0.03,0.05,0.01,-0.01,106.25,80.94,-38.38,-19.87,9.06,-24.69
485392,9.61,1.18,1.33,-0.06,0.22,0.08,-0.02,-0.01,0.01,106.25,80.69,-37.75,-19.19,8.38,-25
485935,9.66,1.15,1.12,0,0.18,-0.14,0,0,0,106.5,80.87,-38.5,-20.25,8.69,-24
486476,9.64,0.91,1.29,-0.03,-0.01,0.03,0,0,-0.01,106,80.75,-36.56,-19.75,8,-24.69
487018,9.66,0.93,1.35,-0.01,-0.01,0.08,0.04,-0.01,0.01,106,80.62,-36.81,-19.37,9.06,-24
487557,9.61,0.95,1.21,-0.06,0.01,-0.04,-0.01,0.01,0,106.12,80.75,-36.88,-19.06,8.38,-24.37
488099,9.61,0.9,1.3,-0.09,0.02,0.03,0,0.02,0.02,105.87,80.62,-35.38,-20.19,8.69,-25.37
488643,9.62,1.12,1.17,-0.05,0.2,-0.12,0,0,0,106,80.62,-35.25,-21.19,8.69,-26.06
489185,9.59,0.84,1.48,-0.07,-0.04,0.14,-0.01,-0.02,0,105.69,80.56,-33.75,-20.25,9.25,-27.75
489726,9.62,0.96,1.39,-0.04,0.04,0.11,0,0.02,0,105.94,80.75,-35.81,-19.75,11.5,-29
490266,9.6,1.06,1.3,-0.07,0.13,-0.02,-0.01,-0.01,0.01,106,80.5,-34.81,-20.75,12.06,-28.19
490808,9.58,1.06,1.57,-0.09,0.15,0.23,-0.01,0,0,105.87,80.5,-34.25,-21.19,11.38,-28.19
491346,9.64,0.96,0.94,-0.03,0.03,-0.29,-0.08,-0.04,-0.02,107.5,80.87,-36.94,-20.06,10.69,-26.69
491893,9.62,0.98,1.49,-0.06,0.05,0.3,0.09,0.05,0.02,106.5,81.06,-38.06,-19.87,10.5,-25.25
492433,9.64,1.26,1.24,-0.02,0.24,-0.02,-0.06,-0.05,0,107.69,80.37,-39,-20.25,11.19,-26.56
492973,9.6,0.88,1.04,-0.1,-0.06,0,-0.01,0.01,-0.01,107.87,81.69,-41.94,-21.37,10.25,-25.19
493511,9.59,1.15,1.09,-0.08,0.09,-0.07,0.02,-0.01,0.02,108.5,80.69,-42.06,-21.56,10.69,-26.19
494051,9.61,0.81,1.23,-0.01,0.1,0.15,0.03,0.02,-0.03,107.75,81.5,-39.56,-20.06,10.38,-25.37
494594,9.69,0.98,1.22,0.01,-0.05,0.04,0.03,-0.03,0.03,108.37,80.75,-41.06,-19.37,10.75,-25.5
495136,9.7,1.08,1.16,0.01,0.1,0.05,-0.04,-0.01,-0.02,108.62,81.31,-41.31,-21.19,9.38,-25.75
495674,9.7,1,0.85,0.01,-0.01,-0.24,0.02,-0.01,0.03,109.25,81.19,-42.75,-19.56,10.88,-25.37
496217,9.63,0.92,1.12,-0.05,-0.05,0,0.01,0.01,-0.01,108.5,81.19,-40.94,-20,10.88,-26.5
496757,9.63,0.94,1.34,-0.04,-0.02,0.16,-0.01,0,0.01,107.75,81,-39.69,-21.06,10.56,-24.56
497301,9.63,1.35,1.27,-0.04,0.36,0.1,-0.02,0.01,-0.01,107.94,80.94,-40.06,-20.06,10.5,-25.87
497846,9.64,1.02,0.77,-0.04,0.03,-0.36,-0.07,-0.04,-0.02,109.37,81.12,-40.88,-21.75,8.75,-24.06
498385,9.65,0.86,1.16,-0.04,-0.2,0.18,0.14,0.03,0.02,109,81.44,-47.19,-18.75,10.38,-24.5
498925,9.62,1.44,1.11,-0.05,0.4,-0.04,-0.04,-0.02,0,109.19,80.87,-42,-19.87,10.25,-24.25
499464,9.65,0.89,1.12,-0.03,-0.11,0.01,0.07,0.03,0.01,108.5,81.19,-42.25,-20.25,10.88,-25.19
500006,9.62,1.35,1.05,-0.04,0.29,-0.14,-0.05,-0.04,0.01,109.12,80.56,-41.63,-20.25,10.5,-24.37
500548,9.58,0.59,1.56,-0.1,-0.33,0.39,-0.04,0.07,0.01,107.06,81.12,-38.56,-20.25,10.5,-25
501092,9.65,1.49,0.61,0,0.41,-0.64,-0.1,-0.05,0.03,109.94,80.19,-40.56,-19.37,9,-24.19
501630,9.62,0.94,1.11,-0.06,-0.01,-0.05,-0.04,0.01,-0.06,108.06,81.06,-39.69,-21.25,9.75,-24.25
502170,9.66,1.04,1.35,0,-0.11,0.16,0.04,-0.01,0.05,109.12,80.25,-44.56,-20.5,10.38,-24
502710,9.68,1.03,1.41,0,0.07,0.23,-0.02,-0.01,-0.03,107.62,81,-39.13,-19.56,9.56,-23.75
503252,9.6,1.01,1.06,-0.07,-0.04,-0.11,0.04,-0.02,0.02,108.94,80.62,-41.69,-20.25,9.19,-22.75
